Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
126,Maxime Kovač,no NOR,MF,Leeds United,eng Premier League,27,1996,28.8,1140,1298,87.8,28121,9347,528,606,87.1,424,515,82.3,97,177,54.8,3,3.8,3.3,-0.8,19,31,23,5,72,Matches
127,Youssef Moreau,be BEL,DF,Fulham,eng Premier League,20,2003,4.0,87,121,71.9,1497,587,51,53,96.2,45,55,81.8,8,13,61.5,0,0.1,0.0,-0.1,1,7,1,0,13,Matches
128,Hugo Girard,uy URU,"MF,DF",Brighton,eng Premier League,28,1995,0.1,5,6,83.3,84,27,3,3,100.0,2,2,100.0,1,1,100.0,0,0.4,0.0,-0.4,0,0,0,0,0,Matches
129,Mateo Diallo,fr FRA,FW,Everton,eng Premier League,24,1999,6.1,179,239,74.9,3204,1178,119,140,85.0,76,85,89.4,6,14,42.9,1,0.0,0.4,1.0,6,14,10,0,23,Matches
130,Takumi Kowalski,co COL,MF,Brentford,eng Premier League,23,2000,5.4,276,314,87.9,4773,1878,134,148,90.5,100,128,78.1,18,38,47.4,0,0.0,0.0,0.0,7,38,5,1,17,Matches
131,Omar Murphy,se SWE,DF,Newcastle Utd,eng Premier League,30,1993,5.9,204,289,70.6,2755,1070,149,165,90.3,53,60,88.3,31,64,48.4,1,1.8,1.6,-0.8,1,15,1,0,14,Matches
132,Javier Yamamoto,no NOR,GK,Leicester City,eng Premier League,31,1992,27.7,1372,2132,64.4,26778,7811,920,1073,85.7,669,879,76.1,99,180,55.0,1,1.8,1.5,-0.8,7,190,12,3,109,Matches
133,Jordan Santos,be BEL,FW,Everton,eng Premier League,31,1992,4.2,169,216,78.2,3601,1398,99,110,90.0,52,59,88.1,37,47,78.7,0,1.0,1.5,-1.0,1,19,1,0,16,Matches
134,Daniel Barnes,uy URU,GK,Manchester Utd,eng Premier League,27,1996,16.9,982,1354,72.5,18903,6357,441,484,91.1,459,516,89.0,200,354,56.5,0,0.0,0.5,0.0,5,177,9,2,68,Matches
135,Noah Conti,es ESP,FW,Manchester Utd,eng Premier League,28,1995,16.4,353,484,72.9,8005,3128,243,277,87.7,154,169,91.1,22,38,57.9,1,1.5,1.7,-0.5,10,33,14,5,28,Matches
136,Nuno Bianchi,eng ENG,"FW,DF",Crystal Palace,eng Premier League,25,1998,8.4,260,340,76.5,5248,1488,153,171,89.5,121,146,82.9,11,23,47.8,0,0.8,0.4,-0.8,6,13,10,3,21,Matches
137,Noah Schmidt,es ESP,"DF,MF",Everton,eng Premier League,29,1994,14.6,451,566,79.7,8779,2013,176,198,88.9,191,235,81.3,96,133,72.2,0,0.0,0.0,0.0,5,44,9,2,56,Matches
138,Bruno Girard,rs SRB,GK,Bournemouth,eng Premier League,26,1997,25.4,1248,1638,76.2,26199,9315,658,749,87.9,567,716,79.2,105,173,60.7,2,0.3,0.0,1.7,15,84,25,3,117,Matches
139,Noah Byrne,dk DEN,"MF,FW",Newcastle Utd,eng Premier League,20,2003,3.3,225,238,94.5,4465,740,99,106,93.4,96,103,93.2,17,29,58.6,0,0.2,0.0,-0.2,4,29,6,2,14,Matches
140,Mason Wright,hr CRO,MF,Southampton,eng Premier League,23,2000,7.0,369,464,79.5,7580,3148,143,160,89.4,174,177,98.3,86,127,67.7,1,0.9,0.9,0.1,16,13,7,4,41,Matches
141,Leo Nowak,ma MAR,MF,Brentford,eng Premier League,17,2006,1.8,80,99,80.8,1618,402,54,56,96.4,40,47,85.1,0,0,,0,0.4,0.2,-0.4,1,4,2,1,10,Matches
142,Connor Greco,hr CRO,MF,Bournemouth,eng Premier League,27,1996,4.4,190,212,89.6,3912,1230,95,105,90.5,74,91,81.3,5,16,31.2,0,0.0,0.2,0.0,1,16,2,0,15,Matches
143,Adam Larsen,sn SEN,DF,Leicester City,eng Premier League,21,2002,3.3,97,143,67.8,1867,445,57,64,89.1,48,54,88.9,14,25,56.0,0,0.0,0.5,0.0,0,8,0,0,9,Matches
144,Luca Müller,jp JPN,"MF,FW",Manchester Utd,eng Premier League,25,1998,21.6,760,970,78.4,16149,5667,465,534,87.1,341,413,82.6,11,23,47.8,0,0.0,0.3,0.0,8,94,7,3,106,Matches
145,Iker Tanaka,us USA,DF,Leicester City,eng Premier League,27,1996,20.1,726,957,75.9,14438,4458,484,537,90.1,370,412,89.8,4,8,50.0,0,0.3,0.3,-0.3,4,11,3,1,76,Matches
146,Maxime Sánchez,be BEL,MF,Tottenham,eng Premier League,30,1993,16.3,517,664,77.9,9307,3669,312,325,96.0,172,200,86.0,62,139,44.6,3,2.8,2.8,0.2,22,55,35,10,67,Matches
147,Marco Silva,nl NED,DF,Newcastle Utd,eng Premier League,20,2003,10.2,239,293,81.6,4552,1684,136,154,88.3,86,96,89.6,20,43,46.5,0,1.1,0.8,-1.1,6,41,6,3,27,Matches
148,Leo Santos,pt POR,"MF,DF",Tottenham,eng Premier League,22,2001,7.7,396,435,91.0,7391,2714,201,221,91.0,155,189,82.0,18,25,72.0,0,1.6,1.2,-1.6,1,45,2,1,33,Matches
149,Marco Murphy,se SWE,DF,Newcastle Utd,eng Premier League,28,1995,17.8,945,1186,79.7,17909,5497,412,464,88.8,586,637,92.0,53,85,62.4,0,0.0,0.2,0.0,7,71,7,3,88,Matches
150,Youssef Hughes,es ESP,FW,Crystal Palace,eng Premier League,28,1995,24.9,928,1140,81.4,16895,5945,592,629,94.1,278,357,77.9,87,154,56.5,0,0.2,0.0,-0.2,5,79,9,1,124,Matches
151,Anton Lindqvist,sn SEN,"MF,FW",West Ham,eng Premier League,31,1992,3.8,143,191,74.9,3098,1621,80,89,89.9,70,73,95.9,22,29,75.9,0,0.2,0.0,-0.2,2,17,4,1,8,Matches
152,Felix Doyle,at AUT,DF,Tottenham,eng Premier League,24,1999,15.9,543,666,81.5,10835,2585,242,271,89.3,207,251,82.5,89,144,61.8,0,0.0,0.0,0.0,2,67,3,1,49,Matches
153,Ryan Fischer,ma MAR,"DF,MF",Arsenal,eng Premier League,26,1997,23.4,1067,1156,92.3,17440,6112,449,480,93.5,380,441,86.2,99,235,42.1,2,0.9,1.2,1.1,27,132,56,9,144,Matches
154,Milan Hughes,co COL,DF,Everton,eng Premier League,29,1994,9.8,300,343,87.5,5256,1971,147,175,84.0,108,113,95.6,25,55,45.5,3,6.0,5.9,-3.0,19,35,32,2,25,Matches
155,Pablo Benali,nl NED,DF,Brentford,eng Premier League,24,1999,21.4,640,807,79.3,12617,4679,343,349,98.3,227,271,83.8,144,187,77.0,0,0.0,0.0,0.0,12,49,11,6,96,Matches
156,Théo Nielsen,hr CRO,DF,Newcastle Utd,eng Premier League,24,1999,13.2,570,712,80.1,9617,3358,350,368,95.1,209,248,84.3,53,96,55.2,1,1.4,1.6,-0.4,17,92,31,12,87,Matches
157,Kevin Conti,co COL,"FW,DF",Arsenal,eng Premier League,27,1996,12.4,499,650,76.8,9212,3619,277,321,86.3,207,236,87.7,68,93,73.1,0,0.0,0.0,0.0,1,68,1,1,52,Matches
158,Omar Silva,pt POR,MF,Everton,eng Premier League,20,2003,20.0,994,1086,91.5,21033,9234,457,521,87.7,348,414,84.1,95,151,62.9,1,1.2,1.0,-0.2,12,53,22,1,116,Matches
159,Sota Bianchi,rs SRB,GK,Manchester Utd,eng Premier League,17,2006,0.9,66,90,73.3,1224,415,33,34,97.1,31,36,86.1,11,20,55.0,0,1.3,0.9,-1.3,1,6,2,0,5,Matches
160,Viktor Silva,ar ARG,MF,Brighton,eng Premier League,33,1990,10.7,561,700,80.1,10295,2447,297,318,93.4,177,202,87.6,101,180,56.1,5,2.5,2.2,2.5,25,57,24,5,57,Matches
161,Viktor López,co COL,GK,Brighton,eng Premier League,22,2001,12.6,684,1045,65.5,13427,5217,369,411,89.8,317,368,86.1,182,266,68.4,1,1.1,0.5,-0.1,5,86,8,2,80,Matches
162,Diego Rizzo,jp JPN,MF,Southampton,eng Premier League,26,1997,6.2,251,283,88.7,4861,1466,135,140,96.4,95,106,89.6,26,37,70.3,0,0.0,0.0,0.0,12,29,14,3,35,Matches
163,Erik Greco,us USA,GK,Liverpool,eng Premier League,27,1996,5.7,320,464,69.0,5662,2232,196,225,87.1,138,161,85.7,41,78,52.6,1,1.1,1.0,-0.1,4,20,5,2,32,Matches
164,Anton Hughes,fr FRA,MF,Crystal Palace,eng Premier League,18,2005,24.0,779,888,87.7,15519,5324,308,344,89.5,313,356,87.9,119,188,63.3,2,2.0,2.5,0.0,28,73,67,7,43,Matches
165,Noah Nowak,no NOR,"MF,FW",Southampton,eng Premier League,26,1997,6.3,271,333,81.4,5503,1835,155,158,98.1,131,154,85.1,12,21,57.1,1,0.2,0.2,0.8,3,47,5,1,10,Matches
166,Liam Bakker,co COL,DF,Chelsea,eng Premier League,25,1998,8.4,345,464,74.4,7757,2436,150,165,90.9,126,146,86.3,84,153,54.9,0,0.4,0.4,-0.4,10,22,22,4,37,Matches
167,Elias Costa,se SWE,FW,Brighton,eng Premier League,32,1991,8.6,251,318,78.9,5441,1762,153,153,100.0,103,125,82.4,25,40,62.5,0,0.0,0.2,0.0,2,31,2,0,28,Matches
168,Sota Bianchi,be BEL,DF,Nott'ham Forest,eng Premier League,27,1996,3.7,129,152,84.9,2460,1051,82,84,97.6,60,67,89.6,1,1,100.0,0,0.0,0.3,0.0,1,13,2,0,15,Matches
169,Noah Doyle,rs SRB,MF,Manchester City,eng Premier League,18,2005,8.5,452,516,87.6,8571,3443,199,221,90.0,193,232,83.2,42,63,66.7,2,2.1,2.6,-0.1,6,59,9,4,60,Matches
170,Javier Benali,se SWE,MF,Southampton,eng Premier League,22,2001,3.5,134,157,85.4,2733,1281,56,66,84.8,49,55,89.1,22,36,61.1,0,0.4,0.9,-0.4,3,18,4,1,7,Matches
171,Nicolas Pereira,co COL,MF,Newcastle Utd,eng Premier League,28,1995,18.3,787,923,85.3,13804,4699,350,390,89.7,284,355,80.0,78,178,43.8,1,1.3,1.6,-0.3,18,76,24,6,15,Matches
172,Pedro Sánchez,ma MAR,"DF,MF",Liverpool,eng Premier League,27,1996,31.6,1139,1305,87.3,25194,9401,470,489,96.1,594,671,88.5,86,145,59.3,1,0.4,0.1,0.6,29,104,22,19,127,Matches
173,Adam Clarke,us USA,DF,Brighton,eng Premier League,24,1999,5.0,216,285,75.8,3973,1577,123,141,87.2,103,123,83.7,13,21,61.9,0,0.0,0.3,0.0,0,28,0,0,37,Matches
174,Viktor Horvat,br BRA,DF,Chelsea,eng Premier League,36,1987,2.4,71,103,68.9,1151,337,50,55,90.9,37,41,90.2,3,7,42.9,1,1.6,1.8,-0.6,2,9,4,1,8,Matches
175,Hugo Byrne,no NOR,DF,West Ham,eng Premier League,29,1994,25.0,796,912,87.3,14412,4874,267,313,85.3,253,324,78.1,158,275,57.5,2,1.7,1.8,0.3,18,55,12,6,75,Matches
176,Maxime Becker,dk DEN,MF,Fulham,eng Premier League,25,1998,7.2,396,439,90.2,7413,2334,196,217,90.3,107,122,87.7,78,100,78.0,1,1.4,1.2,-0.4,4,32,5,1,44,Matches
177,Samuel Murphy,de GER,"DF,MF",Newcastle Utd,eng Premier League,27,1996,11.4,497,590,84.2,10443,4753,215,242,88.8,172,182,94.5,99,166,59.6,1,1.3,1.1,-0.3,10,43,15,5,58,Matches
178,Liam Horvat,ma MAR,"MF,FW",Arsenal,eng Premier League,25,1998,5.7,179,220,81.4,3459,958,88,94,93.6,65,75,86.7,34,51,66.7,0,4.0,4.5,-4.0,5,18,7,3,22,Matches
179,Youssef Lindqvist,it ITA,DF,Bournemouth,eng Premier League,25,1998,7.4,351,401,87.5,9093,4344,186,202,92.1,134,147,91.2,40,52,76.9,0,0.0,0.4,0.0,3,21,4,2,35,Matches
180,David Santos,dk DEN,"MF,FW",Fulham,eng Premier League,31,1992,2.7,151,159,95.0,2641,907,80,87,92.0,37,51,72.5,14,21,66.7,0,0.0,0.0,0.0,1,11,1,0,18,Matches
181,Sergio Petit,at AUT,MF,Nott'ham Forest,eng Premier League,21,2002,22.4,947,1230,77.0,16728,5406,514,544,94.5,325,344,94.5,191,342,55.8,2,0.9,1.0,1.1,18,120,21,2,63,Matches
182,Elias Weber,ar ARG,"FW,DF",Chelsea,eng Premier League,25,1998,1.0,21,25,84.0,435,195,10,11,90.9,8,10,80.0,2,4,50.0,0,0.0,0.1,0.0,0,2,0,0,1,Matches
183,Sota Kowalski,nl NED,MF,Brentford,eng Premier League,31,1992,11.5,593,678,87.5,10600,3491,342,342,100.0,189,219,86.3,62,117,53.0,1,1.2,1.0,-0.2,16,46,23,14,76,Matches
184,Karim Wagner,br BRA,DF,Aston Villa,eng Premier League,32,1991,12.2,570,630,90.5,10948,2560,346,346,100.0,173,185,93.5,62,99,62.6,1,1.1,0.8,-0.1,12,53,20,1,78,Matches
185,Daniel Murphy,us USA,FW,Manchester City,eng Premier League,26,1997,8.9,199,227,87.7,3407,1208,112,118,94.9,74,88,84.1,11,21,52.4,0,1.4,1.1,-1.4,2,11,2,1,26,Matches
186,Bruno Clarke,no NOR,DF,Manchester City,eng Premier League,31,1992,7.1,140,182,76.9,2590,947,83,87,95.4,57,63,90.5,20,32,62.5,1,0.2,0.1,0.8,8,9,9,3,13,Matches
187,Mateo Rizzo,jp JPN,FW,Crystal Palace,eng Premier League,16,2007,5.3,170,237,71.7,3558,1228,80,89,89.9,99,115,86.1,22,33,66.7,0,0.1,0.0,-0.1,1,16,1,0,12,Matches
188,Mateo Fischer,dk DEN,MF,Leeds United,eng Premier League,26,1997,11.6,704,846,83.2,13591,5404,337,379,88.9,257,305,84.3,98,162,60.5,2,1.6,1.5,0.4,11,72,16,4,64,Matches
189,Noah Benali,de GER,FW,Nott'ham Forest,eng Premier League,24,1999,4.2,69,87,79.3,1362,458,22,23,95.7,34,37,91.9,17,27,63.0,0,0.0,0.5,0.0,1,13,1,1,7,Matches
190,Antoine Bianchi,ar ARG,DF,Arsenal,eng Premier League,22,2001,4.4,114,153,74.5,2015,576,65,77,84.4,48,59,81.4,9,17,52.9,1,0.0,0.1,1.0,6,10,6,2,9,Matches
191,Leo Doyle,no NOR,"MF,FW",Manchester Utd,eng Premier League,21,2002,10.3,507,642,79.0,9643,4644,242,259,93.4,193,217,88.9,130,166,78.3,2,0.2,0.4,1.8,10,60,13,1,52,Matches
192,Jordan Nielsen,be BEL,GK,Aston Villa,eng Premier League,20,2003,5.4,274,401,68.3,4922,1451,173,195,88.7,147,156,94.2,29,50,58.0,1,1.6,2.3,-0.6,3,10,4,0,23,Matches
193,Pablo López,hr CRO,MF,Newcastle Utd,eng Premier League,31,1992,7.9,260,313,83.1,4326,1373,161,171,94.2,92,112,82.1,18,30,60.0,0,0.9,1.4,-0.9,8,22,7,2,26,Matches
194,Noah Wright,dk DEN,MF,Nott'ham Forest,eng Premier League,29,1994,7.5,394,414,95.2,9076,3220,175,179,97.8,108,122,88.5,60,113,53.1,0,0.2,0.5,-0.2,2,25,4,1,63,Matches
195,Liam López,us USA,DF,Brentford,eng Premier League,27,1996,13.5,204,255,80.0,4057,1668,100,108,92.6,86,103,83.5,26,44,59.1,0,0.0,0.0,0.0,4,19,9,0,7,Matches
196,Nicolas Dubois,de GER,DF,Chelsea,eng Premier League,19,2004,2.3,76,94,80.9,1645,535,42,43,97.7,31,33,93.9,9,18,50.0,1,0.6,0.3,0.4,1,10,1,0,6,Matches
197,Ryan Berg,ch SUI,FW,Aston Villa,eng Premier League,27,1996,7.5,234,286,81.8,3354,750,113,131,86.3,122,133,91.7,11,22,50.0,2,4.3,4.6,-2.3,5,27,8,1,22,Matches
198,Iker Diallo,it ITA,GK,Manchester Utd,eng Premier League,26,1997,10.7,512,764,67.0,12052,4802,352,370,95.1,348,397,87.7,0,0,,0,0.0,0.0,0.0,3,68,5,1,21,Matches
199,Jordan Bakker,fr FRA,MF,Southampton,eng Premier League,24,1999,8.3,367,444,82.7,8424,2396,222,240,92.5,138,154,89.6,31,50,62.0,2,2.2,1.9,-0.2,9,24,15,2,56,Matches
200,Emil Girard,nl NED,DF,Brentford,eng Premier League,26,1997,7.4,214,287,74.6,5081,1979,113,120,94.2,83,84,98.8,49,83,59.0,0,0.1,0.9,-0.1,4,5,2,1,28,Matches
201,Samuel Girard,pl POL,MF,Chelsea,eng Premier League,26,1997,9.0,329,408,80.6,7537,2657,181,194,93.3,129,148,87.2,45,66,68.2,0,0.1,0.3,-0.1,10,24,12,4,23,Matches
202,Pablo Bianchi,br BRA,MF,Manchester City,eng Premier League,25,1998,11.8,679,825,82.3,11717,5466,357,381,93.7,228,281,81.1,89,163,54.6,0,0.0,0.0,0.0,16,93,18,12,77,Matches
203,Jordan Silva,jp JPN,DF,Tottenham,eng Premier League,22,2001,1.5,63,74,85.1,1306,474,32,36,88.9,22,25,88.0,7,13,53.8,0,0.0,0.0,0.0,0,4,0,0,5,Matches
204,Lucas Wright,no NOR,MF,Brighton,eng Premier League,27,1996,6.6,260,330,78.8,4359,1452,129,147,87.8,91,120,75.8,26,63,41.3,0,0.1,0.2,-0.1,0,19,0,0,26,Matches
205,Antoine Benali,ch SUI,"DF,MF",Liverpool,eng Premier League,27,1996,8.7,376,412,91.3,7939,2609,168,184,91.3,108,129,83.7,39,99,39.4,1,1.0,1.4,0.0,10,35,23,6,31,Matches
206,Callum Pereira,dk DEN,DF,Newcastle Utd,eng Premier League,18,2005,1.6,67,82,81.7,1225,352,28,32,87.5,31,36,86.1,8,14,57.1,0,0.2,0.0,-0.2,2,8,2,0,8,Matches
207,Yusuf Tanaka,ma MAR,FW,Nott'ham Forest,eng Premier League,22,2001,20.0,681,944,72.1,13402,4290,424,470,90.2,294,349,84.2,66,125,52.8,0,0.0,0.1,0.0,7,68,13,2,68,Matches
208,Oscar Nielsen,es ESP,MF,Bournemouth,eng Premier League,28,1995,5.8,285,319,89.3,6291,2781,115,121,95.0,100,118,84.7,51,80,63.8,0,0.0,0.0,0.0,9,25,13,3,31,Matches
209,Adam Gómez,at AUT,MF,Leicester City,eng Premier League,22,2001,8.1,606,671,90.3,13587,3580,229,262,87.4,256,293,87.4,86,116,74.1,0,0.0,0.0,0.0,3,71,4,0,97,Matches
210,Liam Andersson,fr FRA,DF,Brentford,eng Premier League,25,1998,13.1,430,597,72.0,9425,2513,213,241,88.4,200,265,75.5,47,91,51.6,2,2.6,2.7,-0.6,14,45,28,1,68,Matches
211,Viktor Novak,es ESP,MF,Brentford,eng Premier League,34,1989,17.1,514,557,92.3,11797,4478,149,161,92.5,205,238,86.1,72,158,45.6,3,0.0,0.2,3.0,24,49,30,4,22,Matches
212,Leo Becker,nl NED,"FW,MF",Liverpool,eng Premier League,28,1995,8.9,229,275,83.3,4690,958,103,119,86.6,96,116,82.8,29,40,72.5,0,0.0,0.0,0.0,6,29,9,3,17,Matches
213,Diego Gómez,sn SEN,"MF,FW",Bournemouth,eng Premier League,27,1996,18.5,512,660,77.6,9564,2981,211,250,84.4,128,147,87.1,130,263,49.4,3,2.0,2.5,1.0,12,86,23,5,49,Matches
214,Lucas Tanaka,uy URU,DF,Wolves,eng Premier League,22,2001,2.1,87,125,69.6,2047,784,54,61,88.5,32,36,88.9,16,28,57.1,0,0.8,0.8,-0.8,0,9,0,0,6,Matches
215,Kevin Larsen,dk DEN,MF,Leicester City,eng Premier League,23,2000,20.4,1121,1406,79.7,24988,6912,588,628,93.6,559,607,92.1,108,171,63.2,2,1.3,1.1,0.7,55,104,38,16,83,Matches
216,Milan Girard,uy URU,MF,Everton,eng Premier League,16,2007,3.0,138,164,84.1,2766,727,79,88,89.8,36,44,81.8,14,32,43.8,0,0.0,0.0,0.0,1,11,1,0,19,Matches
217,Théo Hoffmann,ar ARG,"DF,MF",Southampton,eng Premier League,19,2004,9.6,492,550,89.5,7958,2662,239,255,93.7,166,200,83.0,49,95,51.6,1,2.5,2.5,-1.5,6,41,6,2,53,Matches
218,Connor Müller,eng ENG,FW,Newcastle Utd,eng Premier League,31,1992,13.8,430,503,85.5,7840,2839,217,234,92.7,99,112,88.4,111,157,70.7,2,3.0,3.2,-1.0,6,56,4,4,49,Matches
219,Connor Schmidt,br BRA,"MF,DF",Aston Villa,eng Premier League,23,2000,6.5,320,374,85.6,5080,1486,193,206,93.7,128,155,82.6,7,13,53.8,1,1.3,1.9,-0.3,7,36,10,2,29,Matches
220,Owen Hoffmann,ma MAR,FW,Tottenham,eng Premier League,30,1993,11.5,439,557,78.8,8396,3039,250,254,98.4,195,242,80.6,38,61,62.3,1,2.4,2.4,-1.4,3,17,3,1,42,Matches
221,Jonas Moreau,pl POL,DF,Arsenal,eng Premier League,20,2003,21.3,912,1235,73.8,18303,6500,532,552,96.4,386,436,88.5,130,247,52.6,0,1.5,1.4,-1.5,10,74,15,4,106,Matches
222,Leo Conti,us USA,MF,Manchester Utd,eng Premier League,22,2001,14.5,763,927,82.3,15069,6624,463,505,91.7,237,296,80.1,58,126,46.0,0,0.0,0.6,0.0,16,130,12,3,28,Matches
223,Bruno Wagner,de GER,MF,Brighton,eng Premier League,27,1996,15.7,561,680,82.5,11837,4737,271,303,89.4,239,277,86.3,67,100,67.0,0,1.1,0.6,-1.1,6,71,9,0,70,Matches
224,Erik Hughes,es ESP,MF,Aston Villa,eng Premier League,35,1988,3.3,165,225,73.3,2657,740,106,110,96.4,82,95,86.3,14,20,70.0,2,2.5,3.0,-0.5,5,17,6,2,22,Matches
225,David Petit,se SWE,DF,Brighton,eng Premier League,21,2002,3.9,112,168,66.7,2390,671,81,84,96.4,62,72,86.1,9,12,75.0,0,0.0,0.4,0.0,0,13,0,0,11,Matches
226,Elias Petit,ar ARG,DF,Fulham,eng Premier League,24,1999,6.7,268,350,76.6,3758,1197,183,188,97.3,104,105,99.0,37,57,64.9,0,0.0,0.0,0.0,3,39,6,1,31,Matches
227,Diego Cissé,us USA,"DF,MF",Leeds United,eng Premier League,24,1999,8.7,382,476,80.3,6860,1970,181,216,83.8,192,241,79.7,7,19,36.8,0,0.0,0.0,0.0,6,38,8,4,23,Matches
228,Ryan Girard,br BRA,"MF,FW",Everton,eng Premier League,32,1991,14.6,973,1246,78.1,22851,8039,484,502,96.4,366,441,83.0,188,303,62.0,2,2.3,1.7,-0.3,11,76,10,6,81,Matches
229,Marco Fernández,it ITA,DF,Fulham,eng Premier League,16,2007,1.8,32,45,71.1,681,248,15,17,88.2,15,17,88.2,6,11,54.5,0,0.0,0.1,0.0,1,3,2,0,2,Matches
230,Erik Wagner,co COL,FW,Leicester City,eng Premier League,17,2006,17.5,778,1023,76.1,14175,4460,417,461,90.5,393,453,86.8,57,109,52.3,1,1.1,1.8,-0.1,4,94,5,2,65,Matches
231,Théo Doyle,be BEL,GK,Tottenham,eng Premier League,21,2002,8.5,455,620,73.4,8410,2764,217,250,86.8,236,265,89.1,58,105,55.2,0,0.0,0.0,0.0,5,45,10,2,47,Matches
232,Anton Kovač,be BEL,GK,West Ham,eng Premier League,30,1993,3.1,131,201,65.2,2425,846,88,96,91.7,67,89,75.3,9,16,56.2,1,0.8,1.3,0.2,2,21,2,1,11,Matches
233,Milan Hoffmann,ma MAR,DF,Nott'ham Forest,eng Premier League,23,2000,2.1,88,106,83.0,1934,586,39,44,88.6,38,43,88.4,9,19,47.4,0,1.4,1.7,-1.4,1,11,1,0,11,Matches
234,Bruno Moreau,ma MAR,"DF,MF",Aston Villa,eng Premier League,25,1998,12.3,394,459,85.8,7134,2018,211,231,91.3,178,205,86.8,12,23,52.2,1,2.2,2.1,-1.2,23,13,15,10,41,Matches
235,Leo Rossi,no NOR,FW,Fulham,eng Premier League,26,1997,10.7,503,626,80.4,10776,3602,249,275,90.5,187,206,90.8,75,145,51.7,3,2.4,2.5,0.6,12,47,22,4,53,Matches
236,Daniel Diallo,es ESP,"MF,FW",Crystal Palace,eng Premier League,28,1995,5.9,210,251,83.7,4046,1463,90,100,90.0,86,102,84.3,27,49,55.1,1,0.4,0.6,0.6,6,25,5,0,13,Matches
237,Milan Benali,de GER,MF,Brighton,eng Premier League,25,1998,4.9,181,226,80.1,3363,803,106,115,92.2,70,74,94.6,23,37,62.2,0,0.7,0.4,-0.7,5,7,7,1,21,Matches
238,Erik Ferrari,de GER,DF,Tottenham,eng Premier League,21,2002,8.6,274,360,76.1,4919,989,136,152,89.5,105,128,82.0,43,80,53.8,0,0.3,0.3,-0.3,6,39,5,2,14,Matches
239,Youssef Benali,it ITA,DF,West Ham,eng Premier League,20,2003,17.8,620,696,89.1,12753,3319,317,326,97.2,254,287,88.5,41,83,49.4,2,1.0,1.1,1.0,14,54,18,3,34,Matches
240,Javier Byrne,uy URU,DF,Chelsea,eng Premier League,22,2001,24.0,777,1001,77.6,14262,4184,391,423,92.4,275,322,85.4,127,256,49.6,2,1.3,2.4,0.7,10,64,13,3,75,Matches
241,Diego Fischer,no NOR,"FW,MF",West Ham,eng Premier League,22,2001,17.3,655,744,88.0,12999,6517,330,376,87.8,219,270,81.1,40,98,40.8,0,0.7,0.3,-0.7,8,28,10,4,40,Matches
242,Maxime Moreau,sn SEN,"FW,DF",Nott'ham Forest,eng Premier League,20,2003,14.5,637,714,89.2,9453,2183,290,316,91.8,299,321,93.1,47,77,61.0,0,2.0,1.9,-2.0,5,67,7,1,46,Matches
243,Samuel Hoffmann,at AUT,MF,Fulham,eng Premier League,28,1995,4.8,169,181,93.4,2774,733,63,68,92.6,47,62,75.8,33,51,64.7,0,1.4,1.0,-1.4,2,21,3,2,14,Matches
244,Kevin Hughes,nl NED,MF,Everton,eng Premier League,30,1993,2.3,118,152,77.6,2358,894,65,71,91.5,28,31,90.3,29,50,58.0,0,1.1,1.3,-1.1,2,0,3,1,8,Matches
245,Takumi Girard,es ESP,DF,Aston Villa,eng Premier League,25,1998,15.2,511,621,82.3,9762,4047,226,265,85.3,127,144,88.2,158,212,74.5,0,1.1,0.8,-1.1,3,44,4,0,31,Matches
246,Takumi Laurent,br BRA,"DF,MF",Wolves,eng Premier League,30,1993,3.1,186,195,95.4,3667,976,66,76,86.8,60,67,89.6,35,52,67.3,1,2.8,2.7,-1.8,4,21,7,2,8,Matches
247,Stefan Greco,se SWE,FW,Newcastle Utd,eng Premier League,28,1995,6.6,235,280,83.9,4266,1976,131,143,91.6,91,117,77.8,9,20,45.0,0,0.1,0.5,-0.1,1,16,2,0,23,Matches
248,Luca Jansen,dk DEN,FW,Manchester City,eng Premier League,25,1998,4.6,133,161,82.6,2416,722,66,72,91.7,63,67,94.0,10,22,45.5,1,0.0,0.0,1.0,1,15,2,0,9,Matches
249,Sota Nowak,ma MAR,"MF,DF",Wolves,eng Premier League,29,1994,8.7,430,522,82.4,7195,2967,228,242,94.2,132,166,79.5,76,114,66.7,2,1.0,1.3,1.0,19,54,36,7,9,Matches
250,Leo Nowak,ar ARG,DF,Leicester City,eng Premier League,26,1997,6.6,142,194,73.2,2671,1041,85,96,88.5,80,103,77.7,0,0,,0,0.0,0.0,0.0,0,23,0,0,16,Matches
251,Sota Wright,ch SUI,"MF,FW",Brighton,eng Premier League,26,1997,13.2,786,979,80.3,17567,5976,488,537,90.9,382,440,86.8,2,2,100.0,3,3.0,3.2,0.0,22,60,34,6,90,Matches
252,João Becker,nl NED,FW,Wolves,eng Premier League,29,1994,12.2,294,346,85.0,5818,1938,140,163,85.9,83,101,82.2,50,82,61.0,0,0.0,0.7,0.0,7,33,11,1,17,Matches
